equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_but,resultat,total_buts
C. Palace,London Blues,2.19,3.62,3.05,2-0,2.0,0.0,2.0,D,
Liverpool,Brentford,1.4,4.78,7.4,0-0,0.0,0.0,0.0,N,
Bournemouth,Wolverhampton,1.83,3.66,4.19,1-3,1.0,3.0,4.0,E,
Fulham,Spurs,2.18,4.13,2.79,1-2,1.0,2.0,3.0,E,
Leeds,A. Villa,4.98,3.91,1.66,0-4,0.0,4.0,4.0,E,
Brentford,London Reds,4.58,4.19,1.66,2-1,2.0,1.0,3.0,D,
Burnley,Bournemouth,2.85,3.66,2.29,2-0,2.0,0.0,2.0,D,
Manchester Blue,N. Forest,1.17,7.72,13.47,4-0,4.0,0.0,4.0,D,
Brighton,C. Palace,1.89,3.65,3.9,1-0,1.0,0.0,1.0,D,
Wolverhampton,Everton,2.19,3.17,3.48,0-1,0.0,1.0,1.0,E,
Newcastle,Manchester Red,1.4,4.8,7.3,3-0,3.0,0.0,3.0,D,
West Ham,Liverpool,3.54,4.08,1.88,3-2,3.0,2.0,5.0,D,
London Blues,Sunderland,1.4,4.91,7.15,4-2,4.0,2.0,6.0,D,
Spurs,Manchester Blue,3.54,4.08,1.88,1-2,1.0,2.0,3.0,E,
Manchester Red,Wolverhampton,1.49,4.47,6.02,1-3,1.0,3.0,4.0,E,
A. Villa,London Blues,1.65,4.35,4.45,1-3,1.0,3.0,4.0,E,
Everton,Burnley,1.76,3.84,4.3,1-0,1.0,0.0,1.0,D,
Sunderland,Brighton,7.63,5.38,1.35,0-3,0.0,3.0,3.0,E,
Liverpool,Bournemouth,1.25,6.39,9.71,2-1,2.0,1.0,3.0,D,
London Reds,West Ham,1.27,6.09,9.38,4-1,4.0,1.0,5.0,D,
Fulham,Leeds,1.48,4.4,6.45,2-2,2.0,2.0,4.0,N,
C. Palace,Brentford,2.36,3.45,2.89,2-1,2.0,1.0,3.0,D,
N. Forest,Newcastle,2.4,3.64,2.71,1-1,1.0,1.0,2.0,N,
Wolverhampton,N. Forest,1.98,3.67,3.53,2-2,2.0,2.0,4.0,N,
Liverpool,Everton,1.24,5.64,12.68,1-1,1.0,1.0,2.0,N,
Bournemouth,London Reds,5.85,3.72,1.61,2-0,2.0,0.0,2.0,D,
Burnley,Manchester Red,3.23,3.35,2.21,2-2,2.0,2.0,4.0,N,
Manchester Blue,Fulham,1.35,5.31,7.56,3-0,3.0,0.0,3.0,D,
Leeds,London Blues,5.82,4.4,1.51,1-1,1.0,1.0,2.0,N,
Newcastle,Spurs,1.48,4.97,5.41,1-1,1.0,1.0,2.0,N,
West Ham,C. Palace,2.32,3.41,2.98,1-1,1.0,1.0,2.0,N,
Brighton,A. Villa,1.79,3.89,4.09,2-0,2.0,0.0,2.0,D,
Brentford,Sunderland,1.61,4.58,4.52,1-1,1.0,1.0,2.0,N,
A. Villa,Brentford,1.78,3.98,4.03,2-0,2.0,0.0,2.0,D,
London Blues,Brighton,1.74,4.19,4.07,2-0,2.0,0.0,2.0,D,
Manchester Red,Liverpool,2.66,3.73,2.41,2-2,2.0,2.0,4.0,N,
Fulham,Newcastle,2.58,3.91,2.4,1-2,1.0,2.0,3.0,E,
Manchester Blue,Leeds,1.11,8.84,20.6,2-2,2.0,2.0,4.0,N,
N. Forest,Burnley,1.57,4.37,5.17,0-2,0.0,2.0,2.0,E,
London Reds,Everton,1.31,5.18,9.87,2-0,2.0,0.0,2.0,D,
C. Palace,Bournemouth,1.85,4.0,3.71,0-3,0.0,3.0,3.0,E,
Spurs,Wolverhampton,1.54,4.77,4.99,5-0,5.0,0.0,5.0,D,
Sunderland,West Ham,5.02,4.04,1.63,1-4,1.0,4.0,5.0,E,
London Reds,Manchester Red,1.34,5.3,8.13,1-0,1.0,0.0,1.0,D,
Liverpool,N. Forest,1.2,6.92,12.53,1-0,1.0,0.0,1.0,D,
Wolverhampton,Fulham,2.7,3.42,2.52,1-3,1.0,3.0,4.0,E,
Burnley,Spurs,3.87,4.04,1.81,2-0,2.0,0.0,2.0,D,
Brentford,London Blues,1.99,4.08,3.2,5-1,5.0,1.0,6.0,D,
West Ham,A. Villa,2.26,3.6,2.95,2-2,2.0,2.0,4.0,N,
Bournemouth,Sunderland,1.8,3.76,4.21,2-1,2.0,1.0,3.0,D,
Leeds,Brighton,6.08,4.91,1.45,1-3,1.0,3.0,4.0,E,
Newcastle,Manchester Blue,2.35,3.52,2.85,0-1,0.0,1.0,1.0,E,
Everton,C. Palace,2.47,2.99,3.13,0-1,0.0,1.0,1.0,E,
C. Palace,Manchester Red,2.04,3.52,3.49,3-0,3.0,0.0,3.0,D,
Sunderland,Everton,4.79,3.32,1.82,2-1,2.0,1.0,3.0,D,
A. Villa,Bournemouth,1.44,5.15,5.76,2-2,2.0,2.0,4.0,N,
Manchester Blue,Wolverhampton,1.18,7.44,12.59,2-0,2.0,0.0,2.0,D,
Spurs,Liverpool,2.61,4.28,2.25,1-2,1.0,2.0,3.0,E,
London Blues,West Ham,1.49,4.52,5.98,0-0,0.0,0.0,0.0,N,
Newcastle,Leeds,1.16,7.24,16.42,2-1,2.0,1.0,3.0,D,
Fulham,Burnley,1.54,4.7,5.04,2-0,2.0,0.0,2.0,D,
Brighton,Brentford,2.07,3.63,3.31,2-0,2.0,0.0,2.0,D,
N. Forest,London Reds,5.06,3.55,1.72,0-1,0.0,1.0,1.0,E,
Wolverhampton,Newcastle,3.02,3.73,2.17,2-2,2.0,2.0,4.0,N,
West Ham,Brighton,2.62,4.01,2.33,2-0,2.0,0.0,2.0,D,
Manchester Red,Sunderland,1.55,4.32,5.51,2-2,2.0,2.0,4.0,N,
Leeds,Brentford,5.8,4.23,1.53,1-3,1.0,3.0,4.0,E,
Bournemouth,London Blues,2.5,3.39,2.74,1-2,1.0,2.0,3.0,E,
Liverpool,Fulham,1.34,5.17,8.16,4-0,4.0,0.0,4.0,D,
Everton,A. Villa,2.34,3.12,3.2,1-0,1.0,0.0,1.0,D,
London Reds,Spurs,1.43,5.35,5.73,2-2,2.0,2.0,4.0,N,
Burnley,Manchester Blue,8.03,4.48,1.4,1-2,1.0,2.0,3.0,E,
C. Palace,N. Forest,1.66,4.05,4.73,3-0,3.0,0.0,3.0,D,
Spurs,C. Palace,1.81,3.99,3.88,1-2,1.0,2.0,3.0,E,
Brighton,Bournemouth,1.65,4.38,4.44,0-2,0.0,2.0,2.0,E,
Fulham,London Reds,5.39,4.14,1.58,2-2,2.0,2.0,4.0,N,
Newcastle,Burnley,1.19,7.21,11.88,1-0,1.0,0.0,1.0,D,
Wolverhampton,Leeds,1.65,3.69,5.51,2-0,2.0,0.0,2.0,D,
Sunderland,N. Forest,4.62,3.86,1.71,1-3,1.0,3.0,4.0,E,
Brentford,West Ham,1.61,4.57,4.58,2-1,2.0,1.0,3.0,D,
London Blues,Everton,1.58,3.76,6.28,2-0,2.0,0.0,2.0,D,
A. Villa,Manchester Red,1.56,4.35,5.26,2-1,2.0,1.0,3.0,D,
Manchester Blue,Liverpool,1.59,4.76,4.53,2-0,2.0,0.0,2.0,D,
Liverpool,Newcastle,1.44,4.95,6.15,4-1,4.0,1.0,5.0,D,
Bournemouth,Brentford,2.55,3.29,2.75,2-0,2.0,0.0,2.0,D,
Burnley,Wolverhampton,2.5,3.41,2.72,2-2,2.0,2.0,4.0,N,
Everton,Brighton,2.65,3.54,2.5,1-1,1.0,1.0,2.0,N,
London Reds,Manchester Blue,2.28,3.64,2.89,1-1,1.0,1.0,2.0,N,
C. Palace,Fulham,2.27,3.45,3.03,1-2,1.0,2.0,3.0,E,
Manchester Red,London Blues,1.95,3.76,3.56,3-1,3.0,1.0,4.0,D,
N. Forest,A. Villa,2.05,3.45,3.54,1-0,1.0,0.0,1.0,D,
Sunderland,Spurs,7.42,5.39,1.35,1-4,1.0,4.0,5.0,E,
Leeds,West Ham,4.22,3.86,1.77,0-5,0.0,5.0,5.0,E,
West Ham,Bournemouth,2.05,3.96,3.13,3-0,3.0,0.0,3.0,D,
A. Villa,Spurs,1.66,4.62,4.13,2-3,2.0,3.0,5.0,E,
Burnley,Leeds,2.06,3.23,3.77,1-0,1.0,0.0,1.0,D,
Manchester Blue,C. Palace,1.31,5.53,8.83,2-1,2.0,1.0,3.0,D,
Brentford,Everton,1.73,3.83,4.52,3-0,3.0,0.0,3.0,D,
London Blues,N. Forest,1.42,4.7,6.93,1-0,1.0,0.0,1.0,D,
Fulham,Sunderland,1.6800000000000002,4.22,4.41,1-0,1.0,0.0,1.0,D,
Newcastle,London Reds,2.59,3.43,2.62,2-0,2.0,0.0,2.0,D,
Brighton,Manchester Red,1.78,3.86,4.18,2-1,2.0,1.0,3.0,D,
Wolverhampton,Liverpool,4.03,4.06,1.77,4-1,4.0,1.0,5.0,D,
Sunderland,Manchester Blue,17.5,7.04,1.16,0-3,0.0,3.0,3.0,E,
A. Villa,Fulham,1.6800000000000002,4.08,4.58,0-2,0.0,2.0,2.0,E,
Leeds,Bournemouth,4.23,4.16,1.72,0-3,0.0,3.0,3.0,E,
Spurs,London Blues,1.91,4.2,3.35,1-1,1.0,1.0,2.0,N,
Liverpool,Burnley,1.16,8.04,14.07,2-0,2.0,0.0,2.0,D,
C. Palace,Newcastle,2.44,3.74,2.62,2-3,2.0,3.0,5.0,E,
N. Forest,Brighton,2.21,3.79,2.9,3-0,3.0,0.0,3.0,D,
Everton,West Ham,2.01,3.36,3.78,2-0,2.0,0.0,2.0,D,
Manchester Red,Brentford,1.99,3.49,3.69,2-0,2.0,0.0,2.0,D,
London Reds,Wolverhampton,1.22,6.71,11.11,4-1,4.0,1.0,5.0,D,
Liverpool,Leeds,1.12,8.17,21.66,6-0,6.0,0.0,6.0,D,
Brentford,N. Forest,1.56,4.66,4.88,4-2,4.0,2.0,6.0,D,
Bournemouth,Everton,2.15,3.01,3.83,0-1,0.0,1.0,1.0,E,
Newcastle,Sunderland,1.26,6.14,9.69,5-0,5.0,0.0,5.0,D,
London Blues,Fulham,1.78,3.82,4.21,1-2,1.0,2.0,3.0,E,
Burnley,London Reds,10.29,4.86,1.32,0-6,0.0,6.0,6.0,E,
Brighton,Spurs,1.98,4.16,3.17,3-2,3.0,2.0,5.0,D,
Wolverhampton,C. Palace,2.51,3.27,2.8200000000000003,2-2,2.0,2.0,4.0,N,
Manchester Blue,A. Villa,1.29,5.76,9.01,3-0,3.0,0.0,3.0,D,
West Ham,Manchester Red,2.24,3.58,3.0,0-2,0.0,2.0,2.0,E,
Spurs,Brentford,2.03,4.0,3.16,3-3,3.0,3.0,6.0,N,
N. Forest,West Ham,1.79,3.78,4.2,3-0,3.0,0.0,3.0,D,
Leeds,Everton,3.93,3.26,2.0,0-1,0.0,1.0,1.0,E,
London Blues,Manchester Blue,3.13,3.41,2.23,3-0,3.0,0.0,3.0,D,
London Reds,Liverpool,1.73,4.36,3.94,0-0,0.0,0.0,0.0,N,
Sunderland,Wolverhampton,4.38,3.81,1.76,1-3,1.0,3.0,4.0,E,
C. Palace,Burnley,1.62,4.33,4.75,1-1,1.0,1.0,2.0,N,
A. Villa,Newcastle,1.81,4.22,3.69,1-0,1.0,0.0,1.0,D,
Manchester Red,Bournemouth,1.63,4.36,4.59,1-1,1.0,1.0,2.0,N,
Fulham,Brighton,2.33,4.08,2.6,1-3,1.0,3.0,4.0,E,
Bournemouth,N. Forest,1.89,3.63,3.94,1-1,1.0,1.0,2.0,N,
Brentford,Fulham,1.98,3.98,3.31,1-2,1.0,2.0,3.0,E,
Everton,Manchester Red,2.36,3.15,3.14,2-2,2.0,2.0,4.0,N,
Burnley,Sunderland,2.53,3.43,2.67,1-3,1.0,3.0,4.0,E,
London Reds,Leeds,1.15,7.7,17.44,4-0,4.0,0.0,4.0,D,
Wolverhampton,A. Villa,2.38,3.44,2.87,1-2,1.0,2.0,3.0,E,
West Ham,Spurs,2.48,4.02,2.45,3-0,3.0,0.0,3.0,D,
Newcastle,London Blues,1.44,4.8,6.41,0-1,0.0,1.0,1.0,E,
Brighton,Manchester Blue,3.51,3.68,1.99,1-2,1.0,2.0,3.0,E,
Liverpool,C. Palace,1.32,5.17,9.13,1-1,1.0,1.0,2.0,N,
Leeds,Manchester Red,5.06,3.96,1.64,0-2,0.0,2.0,2.0,E,
Manchester Blue,Brentford,1.36,5.28,7.35,2-1,2.0,1.0,3.0,D,
A. Villa,Burnley,1.28,6.25,8.48,2-0,2.0,0.0,2.0,D,
London Blues,Wolverhampton,1.44,4.62,6.77,0-0,0.0,0.0,0.0,N,
Sunderland,Liverpool,11.43,6.38,1.23,2-1,2.0,1.0,3.0,D,
Fulham,West Ham,1.83,3.98,3.82,1-1,1.0,1.0,2.0,N,
C. Palace,London Reds,5.19,3.88,1.64,1-4,1.0,4.0,5.0,E,
Spurs,Bournemouth,1.66,4.69,4.06,3-1,3.0,1.0,4.0,D,
N. Forest,Everton,1.86,3.31,4.54,1-1,1.0,1.0,2.0,N,
Brighton,Newcastle,2.18,3.94,2.87,2-2,2.0,2.0,4.0,N,
Liverpool,A. Villa,1.31,5.38,8.88,2-1,2.0,1.0,3.0,D,
Bournemouth,Fulham,2.4,3.29,2.94,1-2,1.0,2.0,3.0,E,
Everton,Spurs,2.66,3.5700000000000003,2.48,3-3,3.0,3.0,6.0,N,
Burnley,London Blues,3.42,3.56,2.05,0-2,0.0,2.0,2.0,E,
Manchester Red,N. Forest,1.54,4.29,5.66,1-1,1.0,1.0,2.0,N,
Wolverhampton,Brighton,2.64,3.9,2.36,2-3,2.0,3.0,5.0,E,
West Ham,Manchester Blue,4.97,4.07,1.63,1-1,1.0,1.0,2.0,N,
London Reds,Sunderland,1.22,6.69,10.89,1-2,1.0,2.0,3.0,E,
C. Palace,Leeds,1.52,4.04,6.51,1-2,1.0,2.0,3.0,E,
Brentford,Newcastle,2.3,4.12,2.61,2-0,2.0,0.0,2.0,D,
Sunderland,Leeds,3.32,3.15,2.27,1-0,1.0,0.0,1.0,D,
C. Palace,A. Villa,2.03,3.5700000000000003,3.49,1-1,1.0,1.0,2.0,N,
Bournemouth,Newcastle,2.94,3.5700000000000003,2.27,0-3,0.0,3.0,3.0,E,
West Ham,Wolverhampton,1.91,3.86,3.62,2-0,2.0,0.0,2.0,D,
Everton,Manchester Blue,4.84,3.44,1.78,0-2,0.0,2.0,2.0,E,
Burnley,Brentford,3.72,3.41,2.01,0-4,0.0,4.0,4.0,E,
Liverpool,Brighton,1.37,5.43,6.95,1-1,1.0,1.0,2.0,N,
Manchester Red,Fulham,1.96,3.61,3.67,1-1,1.0,1.0,2.0,N,
London Reds,London Blues,1.41,5.04,6.62,3-2,3.0,2.0,5.0,D,
N. Forest,Spurs,2.16,3.86,2.96,2-1,2.0,1.0,3.0,D,
Newcastle,Everton,1.35,4.7,9.2,2-1,2.0,1.0,3.0,D,
Brighton,London Reds,4.13,3.7,1.83,2-1,2.0,1.0,3.0,D,
Manchester Blue,Manchester Red,1.28,5.92,9.11,2-1,2.0,1.0,3.0,D,
West Ham,Burnley,1.72,4.3,4.09,0-0,0.0,0.0,0.0,N,
A. Villa,Sunderland,1.38,5.29,6.84,3-2,3.0,2.0,5.0,D,
Fulham,N. Forest,1.7000000000000002,4.19,4.26,1-3,1.0,3.0,4.0,E,
Leeds,Spurs,5.92,4.9,1.46,1-3,1.0,3.0,4.0,E,
London Blues,C. Palace,1.64,3.89,5.2,3-0,3.0,0.0,3.0,D,
Brentford,Liverpool,2.66,4.14,2.26,1-3,1.0,3.0,4.0,E,
Wolverhampton,Bournemouth,2.17,3.81,2.97,1-2,1.0,2.0,3.0,E,
Spurs,Fulham,1.9,4.14,3.42,0-0,0.0,0.0,0.0,N,
A. Villa,Leeds,1.23,6.03,11.88,3-1,3.0,1.0,4.0,D,
London Reds,Brentford,1.48,4.5600000000000005,6.08,1-3,1.0,3.0,4.0,E,
Bournemouth,Burnley,1.7000000000000002,4.01,4.54,4-1,4.0,1.0,5.0,D,
N. Forest,Manchester Blue,4.05,3.55,1.88,1-4,1.0,4.0,5.0,E,
C. Palace,Brighton,2.28,3.86,2.76,0-0,0.0,0.0,0.0,N,
Everton,Wolverhampton,1.89,3.45,4.14,1-1,1.0,1.0,2.0,N,
Manchester Red,Newcastle,2.24,3.74,2.89,2-1,2.0,1.0,3.0,D,
Liverpool,West Ham,1.2,6.82,12.62,5-0,5.0,0.0,5.0,D,
Sunderland,London Blues,6.98,4.55,1.44,2-1,2.0,1.0,3.0,D,
Manchester Blue,Spurs,1.34,5.91,6.94,2-3,2.0,3.0,5.0,E,
Wolverhampton,Manchester Red,2.43,3.41,2.81,0-0,0.0,0.0,0.0,N,
London Blues,A. Villa,1.6800000000000002,3.92,4.75,2-1,2.0,1.0,3.0,D,
Burnley,Everton,2.71,2.99,2.81,1-2,1.0,2.0,3.0,E,
Brighton,Sunderland,1.54,4.51,5.3,2-2,2.0,2.0,4.0,N,
Bournemouth,Liverpool,3.33,3.73,2.04,2-1,2.0,1.0,3.0,D,
West Ham,London Reds,6.17,4.3,1.5,2-0,2.0,0.0,2.0,D,
Leeds,Fulham,5.41,4.06,1.59,0-1,0.0,1.0,1.0,E,
Brentford,C. Palace,1.88,3.87,3.7,4-2,4.0,2.0,6.0,D,
Newcastle,N. Forest,1.26,5.92,9.97,4-0,4.0,0.0,4.0,D,
N. Forest,Wolverhampton,1.62,4.05,5.1,3-1,3.0,1.0,4.0,D,
Everton,Liverpool,3.61,3.6,1.98,0-1,0.0,1.0,1.0,E,
London Reds,Bournemouth,1.3,6.01,8.0,1-1,1.0,1.0,2.0,N,
Manchester Red,Burnley,1.41,4.98,6.6,1-0,1.0,0.0,1.0,D,
Fulham,Manchester Blue,4.37,4.0,1.72,2-4,2.0,4.0,6.0,E,
London Blues,Leeds,1.29,5.26,10.81,4-0,4.0,0.0,4.0,D,
Spurs,Newcastle,2.18,4.16,2.77,2-2,2.0,2.0,4.0,N,
C. Palace,West Ham,1.84,3.84,3.92,1-0,1.0,0.0,1.0,D,
A. Villa,Brighton,1.6800000000000002,4.59,4.07,2-2,2.0,2.0,4.0,N,
Sunderland,Brentford,7.94,4.67,1.39,0-4,0.0,4.0,4.0,E,
Brentford,A. Villa,1.91,3.96,3.51,2-2,2.0,2.0,4.0,N,
Brighton,London Blues,1.93,3.88,3.52,1-1,1.0,1.0,2.0,N,
Liverpool,Manchester Red,1.32,5.33,8.82,1-2,1.0,2.0,3.0,E,
Newcastle,Fulham,1.44,4.72,6.61,2-2,2.0,2.0,4.0,N,
Leeds,Manchester Blue,14.36,6.44,1.2,1-4,1.0,4.0,5.0,E,
Burnley,N. Forest,2.48,3.42,2.75,1-2,1.0,2.0,3.0,E,
Everton,London Reds,6.33,3.64,1.59,0-0,0.0,0.0,0.0,N,
Bournemouth,C. Palace,2.28,3.16,3.28,3-0,3.0,0.0,3.0,D,
Wolverhampton,Spurs,2.69,3.88,2.32,0-5,0.0,5.0,5.0,E,
West Ham,Sunderland,1.81,3.96,3.92,4-1,4.0,1.0,5.0,D,
Bournemouth,Manchester Red,2.34,3.24,3.08,2-1,2.0,1.0,3.0,D,
C. Palace,A. Villa,2.07,3.56,3.38,2-0,2.0,0.0,2.0,D,
Fulham,N. Forest,1.71,4.09,4.32,3-0,3.0,0.0,3.0,D,
Spurs,West Ham,1.57,4.71,4.73,1-2,1.0,2.0,3.0,E,
Burnley,Manchester Blue,7.93,4.49,1.41,,,,,,
London Reds,Brighton,1.46,5.13,5.59,2-1,2.0,1.0,3.0,D,
Liverpool,Newcastle,1.46,4.91,5.87,2-1,2.0,1.0,3.0,D,
Wolverhampton,Sunderland,1.94,3.75,3.58,2-0,2.0,0.0,2.0,D,
Brentford,Everton,1.71,3.89,4.59,4-0,4.0,0.0,4.0,D,
Leeds,London Blues,5.72,4.39,1.52,1-2,1.0,2.0,3.0,E,
N. Forest,Burnley,1.54,4.48,5.3,3-1,3.0,1.0,4.0,D,
Manchester Blue,Sunderland,1.18,7.6,12.7,2-2,2.0,2.0,4.0,N,
London Blues,Bournemouth,1.53,4.58,5.3,1-0,1.0,0.0,1.0,D,
West Ham,Wolverhampton,1.87,3.88,3.73,1-2,1.0,2.0,3.0,E,
A. Villa,London Reds,3.4,3.66,2.03,1-0,1.0,0.0,1.0,D,
Newcastle,Spurs,1.45,5.08,5.73,,,,,,
Brighton,Fulham,1.95,3.77,3.54,2-2,2.0,2.0,4.0,N,
Leeds,Brentford,6.09,4.29,1.51,1-4,1.0,4.0,5.0,E,
Manchester Red,Liverpool,2.6,3.79,2.43,2-1,2.0,1.0,3.0,D,
Everton,C. Palace,2.38,3.02,3.24,3-2,3.0,2.0,5.0,D,
Burnley,Brighton,3.74,3.88,1.87,1-1,1.0,1.0,2.0,N,
Spurs,Manchester Red,1.77,4.14,3.93,1-0,1.0,0.0,1.0,D,
Fulham,A. Villa,2.07,3.7,3.25,2-2,2.0,2.0,4.0,N,
C. Palace,Leeds,1.48,4.17,6.87,3-0,3.0,0.0,3.0,D,
N. Forest,Manchester Blue,4.17,3.56,1.85,0-0,0.0,0.0,0.0,N,
London Reds,Everton,1.3,5.19,9.98,2-0,2.0,0.0,2.0,D,
Liverpool,London Blues,1.34,5.31,7.81,3-0,3.0,0.0,3.0,D,
Wolverhampton,Newcastle,3.03,3.69,2.18,1-3,1.0,3.0,4.0,E,
Bournemouth,Brentford,2.66,3.2,2.69,1-2,1.0,2.0,3.0,E,
Sunderland,West Ham,5.21,4.04,1.61,0-1,0.0,1.0,1.0,E,
Leeds,London Reds,18.77,7.25,1.15,0-4,0.0,4.0,4.0,E,
Brighton,N. Forest,1.54,4.45,5.36,2-0,2.0,0.0,2.0,D,
Manchester Blue,West Ham,1.22,6.8100000000000005,11.0,5-0,5.0,0.0,5.0,D,
Newcastle,Sunderland,1.25,6.27,10.09,3-1,3.0,1.0,4.0,D,
London Blues,Spurs,1.76,4.22,3.92,3-0,3.0,0.0,3.0,D,
Everton,Fulham,2.67,3.12,2.74,2-2,2.0,2.0,4.0,N,
Manchester Red,Wolverhampton,1.53,4.26,5.77,3-0,3.0,0.0,3.0,D,
Bournemouth,C. Palace,2.39,3.16,3.08,3-1,3.0,1.0,4.0,D,
Brentford,Liverpool,2.7,4.15,2.23,4-1,4.0,1.0,5.0,D,
A. Villa,Burnley,1.31,6.04,7.64,2-2,2.0,2.0,4.0,N,
Spurs,Brentford,2.01,3.98,3.22,3-3,3.0,3.0,6.0,N,
Wolverhampton,London Blues,2.54,3.52,2.61,1-1,1.0,1.0,2.0,N,
Brighton,Manchester Blue,3.55,3.72,1.96,1-1,1.0,1.0,2.0,N,
West Ham,Newcastle,2.9,3.87,2.19,0-3,0.0,3.0,3.0,E,
Sunderland,Manchester Red,5.92,4.04,1.55,1-3,1.0,3.0,4.0,E,
N. Forest,A. Villa,2.0,3.46,3.68,2-0,2.0,0.0,2.0,D,
Burnley,Everton,2.79,2.97,2.73,1-1,1.0,1.0,2.0,N,
Liverpool,C. Palace,1.32,5.14,9.07,2-1,2.0,1.0,3.0,D,
Fulham,Leeds,1.45,4.39,6.92,1-1,1.0,1.0,2.0,N,
London Reds,Bournemouth,1.27,6.38,8.78,3-0,3.0,0.0,3.0,D,
Manchester Red,West Ham,1.59,4.16,5.27,3-0,3.0,0.0,3.0,D,
Brentford,Wolverhampton,1.58,4.5,4.87,2-2,2.0,2.0,4.0,N,
A. Villa,Brighton,1.69,4.57,4.0,1-2,1.0,2.0,3.0,E,
Liverpool,London Reds,2.3,3.45,2.99,0-2,0.0,2.0,2.0,E,
Leeds,Burnley,3.31,3.93,1.98,2-1,2.0,1.0,3.0,D,
Manchester Blue,Newcastle,1.4,5.32,6.3,3-1,3.0,1.0,4.0,D,
Bournemouth,Fulham,2.45,3.27,2.89,2-0,2.0,0.0,2.0,D,
Everton,N. Forest,1.94,3.44,3.96,3-0,3.0,0.0,3.0,D,
C. Palace,Spurs,2.31,3.94,2.69,2-0,2.0,0.0,2.0,D,
London Blues,Sunderland,1.4,4.95,6.85,2-0,2.0,0.0,2.0,D,
West Ham,London Blues,2.46,3.7,2.61,0-0,0.0,0.0,0.0,N,
Newcastle,Manchester Red,1.39,4.87,7.45,3-0,3.0,0.0,3.0,D,
N. Forest,Leeds,1.46,4.18,7.36,0-0,0.0,0.0,0.0,N,
A. Villa,Manchester Blue,2.9,3.76,2.23,4-0,4.0,0.0,4.0,D,
Fulham,Liverpool,3.04,4.03,2.07,2-2,2.0,2.0,4.0,N,
Burnley,Bournemouth,2.91,3.64,2.26,3-2,3.0,2.0,5.0,D,
Sunderland,Brentford,7.1,4.38,1.45,2-1,2.0,1.0,3.0,D,
Spurs,London Reds,4.57,4.2,1.66,1-2,1.0,2.0,3.0,E,
Brighton,Everton,1.67,3.78,5.06,1-0,1.0,0.0,1.0,D,
Wolverhampton,C. Palace,2.44,3.32,2.86,0-4,0.0,4.0,4.0,E,
Manchester Blue,Manchester Red,1.27,6.01,9.32,1-1,1.0,1.0,2.0,N,
Liverpool,Burnley,1.16,7.89,13.72,2-2,2.0,2.0,4.0,N,
London Blues,Newcastle,1.99,3.82,3.37,1-4,1.0,4.0,5.0,E,
London Reds,Wolverhampton,1.23,6.47,10.6,1-1,1.0,1.0,2.0,N,
Everton,A. Villa,2.44,3.17,2.99,4-0,4.0,0.0,4.0,D,
Spurs,Fulham,1.93,4.07,3.36,0-1,0.0,1.0,1.0,E,
C. Palace,Sunderland,1.69,4.04,4.54,3-1,3.0,1.0,4.0,D,
Bournemouth,N. Forest,1.81,3.7,4.23,0-0,0.0,0.0,0.0,N,
Leeds,Brighton,6.4,5.04,1.42,2-2,2.0,2.0,4.0,N,
Brentford,West Ham,1.64,4.48,4.4,1-1,1.0,1.0,2.0,N,
West Ham,C. Palace,2.32,3.42,2.97,3-3,3.0,3.0,6.0,N,
Sunderland,London Reds,24.88,8.38,1.11,0-1,0.0,1.0,1.0,E,
Everton,Manchester Blue,5.18,3.53,1.71,1-3,1.0,3.0,4.0,E,
Burnley,Spurs,3.9,4.04,1.8,0-1,0.0,1.0,1.0,E,
A. Villa,Leeds,1.25,5.85,11.06,2-2,2.0,2.0,4.0,N,
Newcastle,Brentford,1.53,4.35,5.69,3-2,3.0,2.0,5.0,D,
Manchester Red,London Blues,1.88,3.73,3.85,2-2,2.0,2.0,4.0,N,
N. Forest,Liverpool,2.95,3.71,2.22,1-1,1.0,1.0,2.0,N,
Wolverhampton,Fulham,2.69,3.44,2.52,0-2,0.0,2.0,2.0,E,
Brighton,Bournemouth,1.6,4.53,4.68,3-0,3.0,0.0,3.0,D,
C. Palace,Newcastle,2.54,3.74,2.51,0-1,0.0,1.0,1.0,E,
Brentford,Manchester Red,1.82,4.08,3.79,3-2,3.0,2.0,5.0,D,
Bournemouth,A. Villa,2.26,3.31,3.16,0-2,0.0,2.0,2.0,E,
London Reds,West Ham,1.26,6.06,9.6,3-0,3.0,0.0,3.0,D,
Fulham,Sunderland,1.7000000000000002,4.24,4.26,1-1,1.0,1.0,2.0,N,
Leeds,Everton,3.83,3.25,2.04,0-0,0.0,0.0,0.0,N,
Liverpool,Brighton,1.35,5.58,7.03,3-1,3.0,1.0,4.0,D,
Manchester Blue,London Blues,1.34,5.57,7.59,5-0,5.0,0.0,5.0,D,
Spurs,N. Forest,1.56,4.68,4.84,2-2,2.0,2.0,4.0,N,
Wolverhampton,Burnley,1.81,4.07,3.83,2-1,2.0,1.0,3.0,D,
A. Villa,Liverpool,2.1,4.11,2.93,0-1,0.0,1.0,1.0,E,
Everton,Bournemouth,2.1,3.53,3.32,1-0,1.0,0.0,1.0,D,
Manchester Red,C. Palace,1.8,3.62,4.35,0-0,0.0,0.0,0.0,N,
Leeds,Manchester Blue,15.79,6.9,1.17,0-2,0.0,2.0,2.0,E,
